tweetId	label	instance	count	start	end	tweetText
'451430219874725889'	type of impact	washed ashore	4	22	35	Locals inspect a boat washed ashore by a small tsunami in the northern town of Iquique, Chile, after:  Locals ... http://t.co/Ftkmn6fH0l
'451430219874725889'	place name	Iquique, Chile	2	79	93	Locals inspect a boat washed ashore by a small tsunami in the northern town of Iquique, Chile, after:  Locals ... http://t.co/Ftkmn6fH0l
'451430219874725889'	location modifier	in the northern town	1	55	75	Locals inspect a boat washed ashore by a small tsunami in the northern town of Iquique, Chile, after:  Locals ... http://t.co/Ftkmn6fH0l
'451430219874725889'	location modifier	of	1	76	78	Locals inspect a boat washed ashore by a small tsunami in the northern town of Iquique, Chile, after:  Locals ... http://t.co/Ftkmn6fH0l
'451430219874725889'	item affected	a boat	1	15	21	Locals inspect a boat washed ashore by a small tsunami in the northern town of Iquique, Chile, after:  Locals ... http://t.co/Ftkmn6fH0l
'451430219874725889'	location modifier	in the northern	1	55	70	Locals inspect a boat washed ashore by a small tsunami in the northern town of Iquique, Chile, after:  Locals ... http://t.co/Ftkmn6fH0l
'451430219874725889'	place name	Iquique, Chile,	1	79	94	Locals inspect a boat washed ashore by a small tsunami in the northern town of Iquique, Chile, after:  Locals ... http://t.co/Ftkmn6fH0l
'384714768944492546'	severity or quantity	476	4	52	55	#PAKISTAN 2000 personnel of #army providing relief, 476 people killed, half million injured in #Balochistan #earthquake DG #ISPR #PMLN #NP
'384714768944492546'	item affected	people	4	56	62	#PAKISTAN 2000 personnel of #army providing relief, 476 people killed, half million injured in #Balochistan #earthquake DG #ISPR #PMLN #NP
'384714768944492546'	type of impact	killed	4	63	69	#PAKISTAN 2000 personnel of #army providing relief, 476 people killed, half million injured in #Balochistan #earthquake DG #ISPR #PMLN #NP
'384714768944492546'	severity or quantity	half million	4	71	83	#PAKISTAN 2000 personnel of #army providing relief, 476 people killed, half million injured in #Balochistan #earthquake DG #ISPR #PMLN #NP
'384714768944492546'	type of impact	injured	3	84	91	#PAKISTAN 2000 personnel of #army providing relief, 476 people killed, half million injured in #Balochistan #earthquake DG #ISPR #PMLN #NP
'384714768944492546'	location modifier	in	1	92	94	#PAKISTAN 2000 personnel of #army providing relief, 476 people killed, half million injured in #Balochistan #earthquake DG #ISPR #PMLN #NP
'384714768944492546'	place name	Balochistan	5	96	107	#PAKISTAN 2000 personnel of #army providing relief, 476 people killed, half million injured in #Balochistan #earthquake DG #ISPR #PMLN #NP
'384714768944492546'	place name	PAKISTAN	2	1	9	#PAKISTAN 2000 personnel of #army providing relief, 476 people killed, half million injured in #Balochistan #earthquake DG #ISPR #PMLN #NP
'384714768944492546'	severity or quantity	476 people killed,	1	52	70	#PAKISTAN 2000 personnel of #army providing relief, 476 people killed, half million injured in #Balochistan #earthquake DG #ISPR #PMLN #NP
'384714768944492546'	severity or quantity	half million injured	1	71	91	#PAKISTAN 2000 personnel of #army providing relief, 476 people killed, half million injured in #Balochistan #earthquake DG #ISPR #PMLN #NP
'503676629034754048'	location modifier	in	2	81	83	RT @JeffreyGuterman: MT @vickydnguyen: Skater finds upside to #earthquake damage in #Napa. Photo by Jeremy Carroll. http://t.co/vujP2A9Np2 …
'503676629034754048'	place name	Napa	4	85	89	RT @JeffreyGuterman: MT @vickydnguyen: Skater finds upside to #earthquake damage in #Napa. Photo by Jeremy Carroll. http://t.co/vujP2A9Np2 …
'503676629034754048'	type of impact	damage	1	74	80	RT @JeffreyGuterman: MT @vickydnguyen: Skater finds upside to #earthquake damage in #Napa. Photo by Jeremy Carroll. http://t.co/vujP2A9Np2 …
'503676629034754048'	type of impact	earthquake	1	63	73	RT @JeffreyGuterman: MT @vickydnguyen: Skater finds upside to #earthquake damage in #Napa. Photo by Jeremy Carroll. http://t.co/vujP2A9Np2 …
'592904833096654848'	place name	Kathmandu	2	94	103	RT @Ajit_Doval: {ॐ}- Heavy Equipment Could Not Fit Through :: Many Of The , Narrow Streets Of Kathmandu ॥ॐ॥ #DirectorGeneral #NDRF #OPSingh…
'451424622831890432'	place name	Northern Chile	2	26	40	RT @escambraytoday: #cuba Northern Chile Declared Disaster Zone after Earthquake http://t.co/acHINmBvwj
'451424622831890432'	place name	cuba	1	21	25	RT @escambraytoday: #cuba Northern Chile Declared Disaster Zone after Earthquake http://t.co/acHINmBvwj
'451424622831890432'	location modifier	Northern	3	26	34	RT @escambraytoday: #cuba Northern Chile Declared Disaster Zone after Earthquake http://t.co/acHINmBvwj
'451424622831890432'	place name	Chile	3	35	40	RT @escambraytoday: #cuba Northern Chile Declared Disaster Zone after Earthquake http://t.co/acHINmBvwj
'451424622831890432'	type of impact	Disaster	1	50	58	RT @escambraytoday: #cuba Northern Chile Declared Disaster Zone after Earthquake http://t.co/acHINmBvwj
'382856499808047104'	severity or quantity	Hundreds dead	1	31	44	#Pakistan Pakistan earthquake: Hundreds dead in Balochistan | BBC - http://t.co/VAVCRQDrHW
'382856499808047104'	place name	Balochistan	5	48	59	#Pakistan Pakistan earthquake: Hundreds dead in Balochistan | BBC - http://t.co/VAVCRQDrHW
'382856499808047104'	place name	Pakistan	3	1	9	#Pakistan Pakistan earthquake: Hundreds dead in Balochistan | BBC - http://t.co/VAVCRQDrHW
'382856499808047104'	place name	Pakistan	3	10	18	#Pakistan Pakistan earthquake: Hundreds dead in Balochistan | BBC - http://t.co/VAVCRQDrHW
'382856499808047104'	severity or quantity	Hundreds	4	31	39	#Pakistan Pakistan earthquake: Hundreds dead in Balochistan | BBC - http://t.co/VAVCRQDrHW
'382856499808047104'	item affected	dead	1	40	44	#Pakistan Pakistan earthquake: Hundreds dead in Balochistan | BBC - http://t.co/VAVCRQDrHW
'382856499808047104'	location modifier	in	2	45	47	#Pakistan Pakistan earthquake: Hundreds dead in Balochistan | BBC - http://t.co/VAVCRQDrHW
'382856499808047104'	type of impact	dead	3	40	44	#Pakistan Pakistan earthquake: Hundreds dead in Balochistan | BBC - http://t.co/VAVCRQDrHW
'505015606563725313'	place name	California	2	38	48	Earthquake warning systems exist. But California won't pay for one. http://t.co/AcQ6OQ8hMX via @motherjones
'591932139727294464'	location modifier	NNE of	2	46	52	RT @earthquakeinfo: Earthquake - M 5.0 - 15km NNE of Nagarkot, Nepal http://t.co/qzsQSs6hvV
'591932139727294464'	place name	Nagarkot	3	53	61	RT @earthquakeinfo: Earthquake - M 5.0 - 15km NNE of Nagarkot, Nepal http://t.co/qzsQSs6hvV
'591932139727294464'	place name	Nepal	4	63	68	RT @earthquakeinfo: Earthquake - M 5.0 - 15km NNE of Nagarkot, Nepal http://t.co/qzsQSs6hvV
'591932139727294464'	location modifier	15km NNE of	3	41	52	RT @earthquakeinfo: Earthquake - M 5.0 - 15km NNE of Nagarkot, Nepal http://t.co/qzsQSs6hvV
'591932139727294464'	place name	Nagarkot, Nepal	2	53	68	RT @earthquakeinfo: Earthquake - M 5.0 - 15km NNE of Nagarkot, Nepal http://t.co/qzsQSs6hvV
'593795705795313664'	severity or quantity	15k	5	0	3	15k people died in Nepal? Omg. My heart breaks for them :(
'593795705795313664'	item affected	people	5	4	10	15k people died in Nepal? Omg. My heart breaks for them :(
'593795705795313664'	type of impact	died	4	11	15	15k people died in Nepal? Omg. My heart breaks for them :(
'593795705795313664'	location modifier	in	2	16	18	15k people died in Nepal? Omg. My heart breaks for them :(
'593795705795313664'	place name	Nepal	5	19	24	15k people died in Nepal? Omg. My heart breaks for them :(
'593795705795313664'	severity or quantity	died	1	11	15	15k people died in Nepal? Omg. My heart breaks for them :(
'451379537927225344'	location modifier	in	3	25	27	RT @AJELive: Authorities in #Chile say two people are confirmed dead and three injured in 8.2 magnitude earthquake in country's north [Reut…
'451379537927225344'	place name	Chile	5	29	34	RT @AJELive: Authorities in #Chile say two people are confirmed dead and three injured in 8.2 magnitude earthquake in country's north [Reut…
'451379537927225344'	severity or quantity	two people	2	39	49	RT @AJELive: Authorities in #Chile say two people are confirmed dead and three injured in 8.2 magnitude earthquake in country's north [Reut…
'451379537927225344'	type of impact	dead	5	64	68	RT @AJELive: Authorities in #Chile say two people are confirmed dead and three injured in 8.2 magnitude earthquake in country's north [Reut…
'451379537927225344'	severity or quantity	three injured	1	73	86	RT @AJELive: Authorities in #Chile say two people are confirmed dead and three injured in 8.2 magnitude earthquake in country's north [Reut…
'451379537927225344'	location modifier	north	3	128	133	RT @AJELive: Authorities in #Chile say two people are confirmed dead and three injured in 8.2 magnitude earthquake in country's north [Reut…
'451379537927225344'	severity or quantity	two	4	39	42	RT @AJELive: Authorities in #Chile say two people are confirmed dead and three injured in 8.2 magnitude earthquake in country's north [Reut…
'451379537927225344'	item affected	people	3	43	49	RT @AJELive: Authorities in #Chile say two people are confirmed dead and three injured in 8.2 magnitude earthquake in country's north [Reut…
'451379537927225344'	severity or quantity	three	3	73	78	RT @AJELive: Authorities in #Chile say two people are confirmed dead and three injured in 8.2 magnitude earthquake in country's north [Reut…
'451379537927225344'	type of impact	injured	3	79	86	RT @AJELive: Authorities in #Chile say two people are confirmed dead and three injured in 8.2 magnitude earthquake in country's north [Reut…
'451379537927225344'	location modifier	in	1	115	117	RT @AJELive: Authorities in #Chile say two people are confirmed dead and three injured in 8.2 magnitude earthquake in country's north [Reut…
'451379537927225344'	type of impact	three injured	1	73	86	RT @AJELive: Authorities in #Chile say two people are confirmed dead and three injured in 8.2 magnitude earthquake in country's north [Reut…
'451379537927225344'	severity or quantity	8.2 magnitude	1	90	103	RT @AJELive: Authorities in #Chile say two people are confirmed dead and three injured in 8.2 magnitude earthquake in country's north [Reut…
'451379537927225344'	location modifier	country's north	1	118	133	RT @AJELive: Authorities in #Chile say two people are confirmed dead and three injured in 8.2 magnitude earthquake in country's north [Reut…
'503933580284661763'	location modifier	Northern	3	73	81	RT @News24lHOT: • http://t.co/CWDDVxenZ4 • earthquake 796  #earthquake • Northern California rattled by magnitude-6.0 earthquake. Do… http:…
'503933580284661763'	place name	California	3	82	92	RT @News24lHOT: • http://t.co/CWDDVxenZ4 • earthquake 796  #earthquake • Northern California rattled by magnitude-6.0 earthquake. Do… http:…
'503933580284661763'	type of impact	rattled	1	93	100	RT @News24lHOT: • http://t.co/CWDDVxenZ4 • earthquake 796  #earthquake • Northern California rattled by magnitude-6.0 earthquake. Do… http:…
'503933580284661763'	place name	Northern California	2	73	92	RT @News24lHOT: • http://t.co/CWDDVxenZ4 • earthquake 796  #earthquake • Northern California rattled by magnitude-6.0 earthquake. Do… http:…
'592343900179730432'	place name	India	3	41	46	RT @vishnoi4u: How Many Team send By @INCIndia @AamAadmiParty Ford Found GreenPeace For Rescue op Nepal  #MEAatWork #IndiaWithNepal http://…
'592343900179730432'	place name	Nepal	4	98	103	RT @vishnoi4u: How Many Team send By @INCIndia @AamAadmiParty Ford Found GreenPeace For Rescue op Nepal  #MEAatWork #IndiaWithNepal http://…
'592343900179730432'	place name	India	2	117	122	RT @vishnoi4u: How Many Team send By @INCIndia @AamAadmiParty Ford Found GreenPeace For Rescue op Nepal  #MEAatWork #IndiaWithNepal http://…
'592343900179730432'	place name	Nepal	2	126	131	RT @vishnoi4u: How Many Team send By @INCIndia @AamAadmiParty Ford Found GreenPeace For Rescue op Nepal  #MEAatWork #IndiaWithNepal http://…
'592679813770543105'	place name	Nepal	3	110	115	RT @rajeevk1949: @_RandhirSingh_ @DrGPradhan @upma23 2/2 event of an earthquake there They fear if they go to Nepal they will be branded as…
'451569093426962433'	type of impact	Powerful	1	0	8	Powerful Aftershock Rocks Northern Chile a Day After Massive Earthquake: A massive aftershock has struck north... http://t.co/78mWOVXtSu
'451569093426962433'	type of impact	Rocks	1	20	25	Powerful Aftershock Rocks Northern Chile a Day After Massive Earthquake: A massive aftershock has struck north... http://t.co/78mWOVXtSu
'451569093426962433'	location modifier	Northern	3	26	34	Powerful Aftershock Rocks Northern Chile a Day After Massive Earthquake: A massive aftershock has struck north... http://t.co/78mWOVXtSu
'451569093426962433'	place name	Chile	4	35	40	Powerful Aftershock Rocks Northern Chile a Day After Massive Earthquake: A massive aftershock has struck north... http://t.co/78mWOVXtSu
'451569093426962433'	type of impact	Massive	1	53	60	Powerful Aftershock Rocks Northern Chile a Day After Massive Earthquake: A massive aftershock has struck north... http://t.co/78mWOVXtSu
'451569093426962433'	type of impact	massive	1	75	82	Powerful Aftershock Rocks Northern Chile a Day After Massive Earthquake: A massive aftershock has struck north... http://t.co/78mWOVXtSu
'451569093426962433'	type of impact	struck	1	98	104	Powerful Aftershock Rocks Northern Chile a Day After Massive Earthquake: A massive aftershock has struck north... http://t.co/78mWOVXtSu
'451569093426962433'	location modifier	north	2	105	110	Powerful Aftershock Rocks Northern Chile a Day After Massive Earthquake: A massive aftershock has struck north... http://t.co/78mWOVXtSu
'384525635034435584'	location modifier	NW	5	27	29	#Earthquake of M 5.0 - 6km NW of Curanilahue, Chile http://t.co/2cIhvgeVE6
'384525635034435584'	place name	Curanilahue	2	33	44	#Earthquake of M 5.0 - 6km NW of Curanilahue, Chile http://t.co/2cIhvgeVE6
'384525635034435584'	place name	Chile	1	46	51	#Earthquake of M 5.0 - 6km NW of Curanilahue, Chile http://t.co/2cIhvgeVE6
'384525635034435584'	location modifier	6km NW	2	23	29	#Earthquake of M 5.0 - 6km NW of Curanilahue, Chile http://t.co/2cIhvgeVE6
'384525635034435584'	place name	Curanilahue, Chile	3	33	51	#Earthquake of M 5.0 - 6km NW of Curanilahue, Chile http://t.co/2cIhvgeVE6
'384525635034435584'	location modifier	6km NW of	2	23	32	#Earthquake of M 5.0 - 6km NW of Curanilahue, Chile http://t.co/2cIhvgeVE6
'451298841539514368'	type of impact	Tsunami	2	0	7	Tsunami caused by Chile’s earthquake may approach Russia’s coast in Kamchatka http://t.co/Yo4nil5iez
'451298841539514368'	place name	Chile	3	18	23	Tsunami caused by Chile’s earthquake may approach Russia’s coast in Kamchatka http://t.co/Yo4nil5iez
'451298841539514368'	place name	Russia	2	50	56	Tsunami caused by Chile’s earthquake may approach Russia’s coast in Kamchatka http://t.co/Yo4nil5iez
'451298841539514368'	location modifier	coast in	1	59	67	Tsunami caused by Chile’s earthquake may approach Russia’s coast in Kamchatka http://t.co/Yo4nil5iez
'451298841539514368'	place name	Kamchatka	2	68	77	Tsunami caused by Chile’s earthquake may approach Russia’s coast in Kamchatka http://t.co/Yo4nil5iez
'451298841539514368'	type of impact	earthquake	1	26	36	Tsunami caused by Chile’s earthquake may approach Russia’s coast in Kamchatka http://t.co/Yo4nil5iez
'451298841539514368'	place name	Russia’s	1	50	58	Tsunami caused by Chile’s earthquake may approach Russia’s coast in Kamchatka http://t.co/Yo4nil5iez
'451298841539514368'	place name	coast	1	59	64	Tsunami caused by Chile’s earthquake may approach Russia’s coast in Kamchatka http://t.co/Yo4nil5iez
'591991109011701760'	place name	Nepal	3	77	82	RT @SkymetWeather: #Earthquake: Latest image of Indian aircraft leaving for #Nepal from Hindon base. #NepalQuakeRelief http://t.co/ca6fwyY3…
'591991109011701760'	place name	Hindon	1	88	94	RT @SkymetWeather: #Earthquake: Latest image of Indian aircraft leaving for #Nepal from Hindon base. #NepalQuakeRelief http://t.co/ca6fwyY3…
'591991109011701760'	place name	Nepal	3	102	107	RT @SkymetWeather: #Earthquake: Latest image of Indian aircraft leaving for #Nepal from Hindon base. #NepalQuakeRelief http://t.co/ca6fwyY3…
'591991109011701760'	location modifier	Hindon base	1	88	99	RT @SkymetWeather: #Earthquake: Latest image of Indian aircraft leaving for #Nepal from Hindon base. #NepalQuakeRelief http://t.co/ca6fwyY3…
'503935318442381312'	place name	California	5	0	10	California Quake Means Big Damage For Napa Valley Wineries - It's still too early to tell just how much the magnit... http://t.co/rUI1ZOEOiG
'503935318442381312'	type of impact	Damage	5	27	33	California Quake Means Big Damage For Napa Valley Wineries - It's still too early to tell just how much the magnit... http://t.co/rUI1ZOEOiG
'503935318442381312'	place name	Napa	1	38	42	California Quake Means Big Damage For Napa Valley Wineries - It's still too early to tell just how much the magnit... http://t.co/rUI1ZOEOiG
'503935318442381312'	severity or quantity	Big	3	23	26	California Quake Means Big Damage For Napa Valley Wineries - It's still too early to tell just how much the magnit... http://t.co/rUI1ZOEOiG
'503935318442381312'	place name	Napa Valley	4	38	49	California Quake Means Big Damage For Napa Valley Wineries - It's still too early to tell just how much the magnit... http://t.co/rUI1ZOEOiG
'503935318442381312'	item affected	Wineries	4	50	58	California Quake Means Big Damage For Napa Valley Wineries - It's still too early to tell just how much the magnit... http://t.co/rUI1ZOEOiG
'592343944609935361'	location modifier	in	2	40	42	RT @WSJ: There have been 31 aftershocks in Nepal since Saturday's earthquake. More numbers here: http://t.co/sA0PBAjxMk http://t.co/UUX1Wbp…
'592343944609935361'	place name	Nepal	4	43	48	RT @WSJ: There have been 31 aftershocks in Nepal since Saturday's earthquake. More numbers here: http://t.co/sA0PBAjxMk http://t.co/UUX1Wbp…
'592343944609935361'	severity or quantity	31	1	25	27	RT @WSJ: There have been 31 aftershocks in Nepal since Saturday's earthquake. More numbers here: http://t.co/sA0PBAjxMk http://t.co/UUX1Wbp…
'592343944609935361'	type of impact	aftershocks	1	28	39	RT @WSJ: There have been 31 aftershocks in Nepal since Saturday's earthquake. More numbers here: http://t.co/sA0PBAjxMk http://t.co/UUX1Wbp…
'384301786213122048'	location modifier	island in	2	44	53	RT @AzRxs: Nasa rleased pic of newly formed island in #gawadar after #eathquake in #Pakistan http://t.co/4pYEwr6z1N
'384301786213122048'	place name	gawadar	3	55	62	RT @AzRxs: Nasa rleased pic of newly formed island in #gawadar after #eathquake in #Pakistan http://t.co/4pYEwr6z1N
'384301786213122048'	location modifier	in	4	80	82	RT @AzRxs: Nasa rleased pic of newly formed island in #gawadar after #eathquake in #Pakistan http://t.co/4pYEwr6z1N
'384301786213122048'	place name	Pakistan	3	84	92	RT @AzRxs: Nasa rleased pic of newly formed island in #gawadar after #eathquake in #Pakistan http://t.co/4pYEwr6z1N
'384301786213122048'	type of impact	newly formed island	1	31	50	RT @AzRxs: Nasa rleased pic of newly formed island in #gawadar after #eathquake in #Pakistan http://t.co/4pYEwr6z1N
'591989267968167936'	severity or quantity	Many	5	14	18	RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured ... http://t.co…
'591989267968167936'	item affected	people	5	19	25	RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured ... http://t.co…
'591989267968167936'	type of impact	killed and injured	1	26	44	RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured ... http://t.co…
'591989267968167936'	location modifier	in	2	63	65	RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured ... http://t.co…
'591989267968167936'	place name	Nepal	5	66	71	RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured ... http://t.co…
'591989267968167936'	type of impact	killed	4	26	32	RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured ... http://t.co…
'591989267968167936'	type of impact	injured	3	37	44	RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured ... http://t.co…
'591989267968167936'	severity or quantity	Scores	3	73	79	RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured ... http://t.co…
'591989267968167936'	item affected	people	3	83	89	RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured ... http://t.co…
'591989267968167936'	type of impact	killed	4	100	106	RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured ... http://t.co…
'591989267968167936'	severity or quantity	many	3	111	115	RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured ... http://t.co…
'591989267968167936'	type of impact	injured	4	116	123	RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured ... http://t.co…
'591989267968167936'	severity or quantity	Scores of	1	73	82	RT @liveleak: Many people killed and injured in powerful quake in Nepal: Scores of people have been killed and many injured ... http://t.co…
'593102231106416640'	place name	Nepal	5	62	67	The Power of Business in Emergencies - Online Briefing on the Nepal Earthquake http://t.co/fG3YZBRAND
'451249571021086720'	location modifier	in	1	11	13	Earthquake in Chile... as it unfolds - The Trembling Earth - AGU Blogosphere: http://t.co/coX29vJmgM
'451249571021086720'	place name	Chile	3	14	19	Earthquake in Chile... as it unfolds - The Trembling Earth - AGU Blogosphere: http://t.co/coX29vJmgM
'451249571021086720'	type of impact	Trembling	1	43	52	Earthquake in Chile... as it unfolds - The Trembling Earth - AGU Blogosphere: http://t.co/coX29vJmgM
'451249571021086720'	type of impact	Earthquake	1	0	10	Earthquake in Chile... as it unfolds - The Trembling Earth - AGU Blogosphere: http://t.co/coX29vJmgM
'451249571021086720'	item affected	The Trembling Earth	1	39	58	Earthquake in Chile... as it unfolds - The Trembling Earth - AGU Blogosphere: http://t.co/coX29vJmgM
'504075682654072832'	location modifier	in	2	58	60	RT @tyleronemo: ¦ http://t.co/Lvb50oWM9W 352 ¦ Earthquake in California Napa shaken, Bay Area stirred  #EarthquakeToday ¦ LIKE many other r…
'504075682654072832'	place name	California	4	61	71	RT @tyleronemo: ¦ http://t.co/Lvb50oWM9W 352 ¦ Earthquake in California Napa shaken, Bay Area stirred  #EarthquakeToday ¦ LIKE many other r…
'504075682654072832'	place name	Napa	4	72	76	RT @tyleronemo: ¦ http://t.co/Lvb50oWM9W 352 ¦ Earthquake in California Napa shaken, Bay Area stirred  #EarthquakeToday ¦ LIKE many other r…
'504075682654072832'	type of impact	shaken	1	77	83	RT @tyleronemo: ¦ http://t.co/Lvb50oWM9W 352 ¦ Earthquake in California Napa shaken, Bay Area stirred  #EarthquakeToday ¦ LIKE many other r…
'504075682654072832'	location modifier	Bay Area	3	85	93	RT @tyleronemo: ¦ http://t.co/Lvb50oWM9W 352 ¦ Earthquake in California Napa shaken, Bay Area stirred  #EarthquakeToday ¦ LIKE many other r…
'504075682654072832'	place name	Bay Area	2	85	93	RT @tyleronemo: ¦ http://t.co/Lvb50oWM9W 352 ¦ Earthquake in California Napa shaken, Bay Area stirred  #EarthquakeToday ¦ LIKE many other r…
'504075682654072832'	type of impact	stirred	1	94	101	RT @tyleronemo: ¦ http://t.co/Lvb50oWM9W 352 ¦ Earthquake in California Napa shaken, Bay Area stirred  #EarthquakeToday ¦ LIKE many other r…
'384092924016734208'	location modifier	NW	1	50	52	RT @QuakesToday: 4.8 magnitude #earthquake. 221km NW of Saumlaki, Indonesia.http://t.co/06ZgW6eBEL
'384092924016734208'	place name	Saumlaki	4	56	64	RT @QuakesToday: 4.8 magnitude #earthquake. 221km NW of Saumlaki, Indonesia.http://t.co/06ZgW6eBEL
'384092924016734208'	place name	Indonesia	3	66	75	RT @QuakesToday: 4.8 magnitude #earthquake. 221km NW of Saumlaki, Indonesia.http://t.co/06ZgW6eBEL
'384092924016734208'	location modifier	of	1	53	55	RT @QuakesToday: 4.8 magnitude #earthquake. 221km NW of Saumlaki, Indonesia.http://t.co/06ZgW6eBEL
'384092924016734208'	location modifier	221km NW of	3	44	55	RT @QuakesToday: 4.8 magnitude #earthquake. 221km NW of Saumlaki, Indonesia.http://t.co/06ZgW6eBEL
'384092924016734208'	place name	Saumlaki, Indonesia	1	56	75	RT @QuakesToday: 4.8 magnitude #earthquake. 221km NW of Saumlaki, Indonesia.http://t.co/06ZgW6eBEL
'593007868921716736'	place name	US	1	0	2	US deploys new “military assets” to Nepal as death toll from earthquake grows - World Socialist Web Site http://t.co/nqwAGjGzPK #WarNews
'593007868921716736'	place name	Nepal	5	36	41	US deploys new “military assets” to Nepal as death toll from earthquake grows - World Socialist Web Site http://t.co/nqwAGjGzPK #WarNews
'593007868921716736'	type of impact	death	4	45	50	US deploys new “military assets” to Nepal as death toll from earthquake grows - World Socialist Web Site http://t.co/nqwAGjGzPK #WarNews
'593007868921716736'	severity or quantity	toll	1	51	55	US deploys new “military assets” to Nepal as death toll from earthquake grows - World Socialist Web Site http://t.co/nqwAGjGzPK #WarNews
'593007868921716736'	severity or quantity	grows	2	72	77	US deploys new “military assets” to Nepal as death toll from earthquake grows - World Socialist Web Site http://t.co/nqwAGjGzPK #WarNews
'593007868921716736'	type of impact	death toll	1	45	55	US deploys new “military assets” to Nepal as death toll from earthquake grows - World Socialist Web Site http://t.co/nqwAGjGzPK #WarNews
'592209209535500289'	place name	Nepal	5	79	84	RT @cyclopsee: MEA has set up a dedicated handle .@MEAcontrolroom. Pls share. #NepalQuake  https://t.co/jpRZ836W5H
'503806886026555392'	place name	Northern California	2	0	19	Northern California quake won't halt sporting events:  http://t.co/dSnofxkEKW #IndyCar
'503806886026555392'	location modifier	Northern	3	0	8	Northern California quake won't halt sporting events:  http://t.co/dSnofxkEKW #IndyCar
'503806886026555392'	place name	California	3	9	19	Northern California quake won't halt sporting events:  http://t.co/dSnofxkEKW #IndyCar
'451222505944932352'			0			RT @myfoxla: 6 ft 3" #tsunami wave reported off the coast of #Chile after 8.0 #earthquake.
'503751769688899584'	type of impact	Major fire	2	19	29	RT @RT_com: VIDEO: Major fire as #quake hits #California http://t.co/Y6oDa7uqxS
'503751769688899584'	place name	California	5	46	56	RT @RT_com: VIDEO: Major fire as #quake hits #California http://t.co/Y6oDa7uqxS
'503751769688899584'	severity or quantity	Major	1	19	24	RT @RT_com: VIDEO: Major fire as #quake hits #California http://t.co/Y6oDa7uqxS
'503751769688899584'	type of impact	fire	3	25	29	RT @RT_com: VIDEO: Major fire as #quake hits #California http://t.co/Y6oDa7uqxS
'592243483051601922'	place name	Singapore	2	40	49	RT @ChannelNewsAsia: .@teocheehean with Singapore's Ghurka contingent this morning for #NepalEarthquake briefing http://t.co/HqwCTWIKy6 htt…
'592243483051601922'	location modifier	Ghurka contingent	1	52	69	RT @ChannelNewsAsia: .@teocheehean with Singapore's Ghurka contingent this morning for #NepalEarthquake briefing http://t.co/HqwCTWIKy6 htt…
'592243483051601922'	place name	Nepal	4	88	93	RT @ChannelNewsAsia: .@teocheehean with Singapore's Ghurka contingent this morning for #NepalEarthquake briefing http://t.co/HqwCTWIKy6 htt…
'592243483051601922'	location modifier	with	1	35	39	RT @ChannelNewsAsia: .@teocheehean with Singapore's Ghurka contingent this morning for #NepalEarthquake briefing http://t.co/HqwCTWIKy6 htt…
'592243483051601922'	place name	Singapore's	1	40	51	RT @ChannelNewsAsia: .@teocheehean with Singapore's Ghurka contingent this morning for #NepalEarthquake briefing http://t.co/HqwCTWIKy6 htt…
'592243483051601922'	item affected	Ghurka contingent	1	52	69	RT @ChannelNewsAsia: .@teocheehean with Singapore's Ghurka contingent this morning for #NepalEarthquake briefing http://t.co/HqwCTWIKy6 htt…
'451501378368569344'	place name	Chile	5	20	25	RT @RedCrossLA: The Chile earthquake was 125 times stronger than the 1994 Northridge quake, and 44,668 stronger than this weekend's La Habr…
'451501378368569344'	type of impact	stronger	2	51	59	RT @RedCrossLA: The Chile earthquake was 125 times stronger than the 1994 Northridge quake, and 44,668 stronger than this weekend's La Habr…
'451501378368569344'	place name	Northridge	2	74	84	RT @RedCrossLA: The Chile earthquake was 125 times stronger than the 1994 Northridge quake, and 44,668 stronger than this weekend's La Habr…
'451501378368569344'	type of impact	stronger	1	103	111	RT @RedCrossLA: The Chile earthquake was 125 times stronger than the 1994 Northridge quake, and 44,668 stronger than this weekend's La Habr…
'451501378368569344'	severity or quantity	125 times	1	41	50	RT @RedCrossLA: The Chile earthquake was 125 times stronger than the 1994 Northridge quake, and 44,668 stronger than this weekend's La Habr…
'451501378368569344'	location modifier	Northridge	1	74	84	RT @RedCrossLA: The Chile earthquake was 125 times stronger than the 1994 Northridge quake, and 44,668 stronger than this weekend's La Habr…
