source	tweetId	label	instance	start	end	tweetText
lightTag	'501369615423778817'	severity or quantity	180	0	3	180 dead as floods wash away homes in Nepal, India: The death toll from three days of flooding and torrential ... http://t.co/avyuqYCrc6
lightTag	'501369615423778817'	item affected	homes	29	34	180 dead as floods wash away homes in Nepal, India: The death toll from three days of flooding and torrential ... http://t.co/avyuqYCrc6
lightTag	'501278268835000321'	place name	India	0	5	India: Odisha Floods Rapid Joint Needs Assessment Report  Source: Sphere India  Country: India  1. Executive Sum... http://t.co/yvZhgqXR3Z
lightTag	'501278268835000321'	place name	Odisha	7	13	India: Odisha Floods Rapid Joint Needs Assessment Report  Source: Sphere India  Country: India  1. Executive Sum... http://t.co/yvZhgqXR3Z
lightTag	'499182161111416834'	location modifier	in	35	37	#MP #India Odisha flood: Situation in Hirakud improves; over 2 lakh still marooned via Odisha Sun Times http://t.co/xbc0GqN2PY
lightTag	'499182161111416834'	type of impact	marooned	74	82	#MP #India Odisha flood: Situation in Hirakud improves; over 2 lakh still marooned via Odisha Sun Times http://t.co/xbc0GqN2PY
lightTag	'499182161111416834'	place name	India	5	10	#MP #India Odisha flood: Situation in Hirakud improves; over 2 lakh still marooned via Odisha Sun Times http://t.co/xbc0GqN2PY
lightTag	'499182161111416834'	severity or quantity	over 2	56	62	#MP #India Odisha flood: Situation in Hirakud improves; over 2 lakh still marooned via Odisha Sun Times http://t.co/xbc0GqN2PY
lightTag	'499182161111416834'	item affected	lakh	63	67	#MP #India Odisha flood: Situation in Hirakud improves; over 2 lakh still marooned via Odisha Sun Times http://t.co/xbc0GqN2PY
lightTag	'499182161111416834'	place name	Hirakud	38	45	#MP #India Odisha flood: Situation in Hirakud improves; over 2 lakh still marooned via Odisha Sun Times http://t.co/xbc0GqN2PY
lightTag	'499182161111416834'	place name	Odisha	87	93	#MP #India Odisha flood: Situation in Hirakud improves; over 2 lakh still marooned via Odisha Sun Times http://t.co/xbc0GqN2PY
lightTag	'498833372500611072'	location modifier	in eastern	36	46	[StarOnlineRegional] Floods kill 45 in eastern India: NEW DELHI: Flooding in eastern India has killed 45 peopl... http://t.co/zuAlfDXjnQ
lightTag	'498833372500611072'	severity or quantity	45	33	35	[StarOnlineRegional] Floods kill 45 in eastern India: NEW DELHI: Flooding in eastern India has killed 45 peopl... http://t.co/zuAlfDXjnQ
lightTag	'498833372500611072'	type of impact	kill	28	32	[StarOnlineRegional] Floods kill 45 in eastern India: NEW DELHI: Flooding in eastern India has killed 45 peopl... http://t.co/zuAlfDXjnQ
lightTag	'498833372500611072'	place name	India	47	52	[StarOnlineRegional] Floods kill 45 in eastern India: NEW DELHI: Flooding in eastern India has killed 45 peopl... http://t.co/zuAlfDXjnQ
lightTag	'498833372500611072'	place name	NEW DELHI	54	63	[StarOnlineRegional] Floods kill 45 in eastern India: NEW DELHI: Flooding in eastern India has killed 45 peopl... http://t.co/zuAlfDXjnQ
lightTag	'501383532317396995'	severity or quantity	21	7	9	Bihar: 21 of a family killed as train hits auto - Hindustan Times: Times of IndiaBihar: 21 of a family killed ... http://t.co/mnnyj5mPGx
lightTag	'501383532317396995'	item affected	family	15	21	Bihar: 21 of a family killed as train hits auto - Hindustan Times: Times of IndiaBihar: 21 of a family killed ... http://t.co/mnnyj5mPGx
lightTag	'501383532317396995'	type of impact	killed	22	28	Bihar: 21 of a family killed as train hits auto - Hindustan Times: Times of IndiaBihar: 21 of a family killed ... http://t.co/mnnyj5mPGx
lightTag	'501383532317396995'	place name	India	76	81	Bihar: 21 of a family killed as train hits auto - Hindustan Times: Times of IndiaBihar: 21 of a family killed ... http://t.co/mnnyj5mPGx
lightTag	'501317745619644416'	place name	Nepal and India	12	27	Flooding in Nepal and India leave many dead. http://t.co/QO5wJpIwwf
lightTag	'501317745619644416'	severity or quantity	many	34	38	Flooding in Nepal and India leave many dead. http://t.co/QO5wJpIwwf
lightTag	'501317745619644416'	type of impact	dead	39	43	Flooding in Nepal and India leave many dead. http://t.co/QO5wJpIwwf
lightTag	'501317745619644416'	location modifier	in	9	11	Flooding in Nepal and India leave many dead. http://t.co/QO5wJpIwwf
lightTag	'501284052523954176'	type of impact	dead	24	28	(#Actualizate) Hundreds dead as monsoon hits India, Nepal http://t.co/uU5OcC75Op (#Bryan_Starz)
lightTag	'501284052523954176'	place name	India, Nepal	45	57	(#Actualizate) Hundreds dead as monsoon hits India, Nepal http://t.co/uU5OcC75Op (#Bryan_Starz)
lightTag	'501284052523954176'	severity or quantity	Hundreds	15	23	(#Actualizate) Hundreds dead as monsoon hits India, Nepal http://t.co/uU5OcC75Op (#Bryan_Starz)
lightTag	'501222221063278593'	severity or quantity	Dozens	27	33	Flood Fury in North India: Dozens Killed, Lakhs Affected: Heavy monsoon rains have created flood havoc in four states across north In...
lightTag	'501222221063278593'	location modifier	in	11	13	Flood Fury in North India: Dozens Killed, Lakhs Affected: Heavy monsoon rains have created flood havoc in four states across north In...
lightTag	'501222221063278593'	type of impact	Killed	34	40	Flood Fury in North India: Dozens Killed, Lakhs Affected: Heavy monsoon rains have created flood havoc in four states across north In...
lightTag	'501222221063278593'	place name	North India	14	25	Flood Fury in North India: Dozens Killed, Lakhs Affected: Heavy monsoon rains have created flood havoc in four states across north In...
lightTag	'501070334162771970'	type of impact	submerge	7	15	Floods submerge cane fields in North India: Reuters: Heavy monsoon rains in India have caused flooding ... http://t.co/xxU3WoUReT #green
lightTag	'501070334162771970'	location modifier	in	73	75	Floods submerge cane fields in North India: Reuters: Heavy monsoon rains in India have caused flooding ... http://t.co/xxU3WoUReT #green
lightTag	'501070334162771970'	item affected	cane fields	16	27	Floods submerge cane fields in North India: Reuters: Heavy monsoon rains in India have caused flooding ... http://t.co/xxU3WoUReT #green
lightTag	'501070334162771970'	place name	India	76	81	Floods submerge cane fields in North India: Reuters: Heavy monsoon rains in India have caused flooding ... http://t.co/xxU3WoUReT #green
lightTag	'501070334162771970'	place name	North India	31	42	Floods submerge cane fields in North India: Reuters: Heavy monsoon rains in India have caused flooding ... http://t.co/xxU3WoUReT #green
lightTag	'501380180213248000'	severity or quantity	180	0	3	180 dead in Nepal and India floods, thousands displaced via the @FoxNews iPhone app http://t.co/jN5HqBXJ1K
lightTag	'501380180213248000'	location modifier	in	9	11	180 dead in Nepal and India floods, thousands displaced via the @FoxNews iPhone app http://t.co/jN5HqBXJ1K
lightTag	'501380180213248000'	type of impact	dead	4	8	180 dead in Nepal and India floods, thousands displaced via the @FoxNews iPhone app http://t.co/jN5HqBXJ1K
lightTag	'501380180213248000'	severity or quantity	thousands	36	45	180 dead in Nepal and India floods, thousands displaced via the @FoxNews iPhone app http://t.co/jN5HqBXJ1K
lightTag	'501380180213248000'	type of impact	displaced	46	55	180 dead in Nepal and India floods, thousands displaced via the @FoxNews iPhone app http://t.co/jN5HqBXJ1K
lightTag	'501380180213248000'	place name	Nepal and India	12	27	180 dead in Nepal and India floods, thousands displaced via the @FoxNews iPhone app http://t.co/jN5HqBXJ1K
lightTag	'501220762632466432'	location modifier	in	26	28	Thanks to huge corruption in UP,Bihar by politicians/babus  many bridges are still on paper. #floods. lives lost but then its cheap in India
lightTag	'501220762632466432'	place name	UP,Bihar	29	37	Thanks to huge corruption in UP,Bihar by politicians/babus  many bridges are still on paper. #floods. lives lost but then its cheap in India
lightTag	'501386164293472256'	item affected	villages	51	59	Monsoon floods in Nepal and India kill 180, maroon villages: Watch the video above: Raw video of monsoon flood... http://t.co/e8xOlAKoYc
lightTag	'501386164293472256'	place name	Nepal and India	18	33	Monsoon floods in Nepal and India kill 180, maroon villages: Watch the video above: Raw video of monsoon flood... http://t.co/e8xOlAKoYc
lightTag	'501386164293472256'	location modifier	in	15	17	Monsoon floods in Nepal and India kill 180, maroon villages: Watch the video above: Raw video of monsoon flood... http://t.co/e8xOlAKoYc
lightTag	'501386164293472256'	type of impact	maroon	44	50	Monsoon floods in Nepal and India kill 180, maroon villages: Watch the video above: Raw video of monsoon flood... http://t.co/e8xOlAKoYc
lightTag	'501386164293472256'	severity or quantity	180	39	42	Monsoon floods in Nepal and India kill 180, maroon villages: Watch the video above: Raw video of monsoon flood... http://t.co/e8xOlAKoYc
lightTag	'501386164293472256'	type of impact	kill	34	38	Monsoon floods in Nepal and India kill 180, maroon villages: Watch the video above: Raw video of monsoon flood... http://t.co/e8xOlAKoYc
lightTag	'501358532151611394'	type of impact	Death toll	0	10	Death toll from 3 days of flooding and torrential rain in Nepal and India rises to more than 1... http://t.co/r9ZjBDcHop #breaking #news
lightTag	'501358532151611394'	place name	Nepal and India	58	73	Death toll from 3 days of flooding and torrential rain in Nepal and India rises to more than 1... http://t.co/r9ZjBDcHop #breaking #news
lightTag	'501358532151611394'	location modifier	in	55	57	Death toll from 3 days of flooding and torrential rain in Nepal and India rises to more than 1... http://t.co/r9ZjBDcHop #breaking #news
lightTag	'501340669038698498'	severity or quantity	Scores	15	21	(#TeamKhalifa) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been d... http://t.co/pjqk6NBkqA (#TeamKhalifa)
lightTag	'501340669038698498'	type of impact	Killed	22	28	(#TeamKhalifa) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been d... http://t.co/pjqk6NBkqA (#TeamKhalifa)
lightTag	'501340669038698498'	place name	Nepal and India	44	59	(#TeamKhalifa) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been d... http://t.co/pjqk6NBkqA (#TeamKhalifa)
lightTag	'501340669038698498'	location modifier	in	41	43	(#TeamKhalifa) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been d... http://t.co/pjqk6NBkqA (#TeamKhalifa)
lightTag	'501340669038698498'	severity or quantity	More than 11,000	61	77	(#TeamKhalifa) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been d... http://t.co/pjqk6NBkqA (#TeamKhalifa)
lightTag	'501340669038698498'	item affected	homes	78	83	(#TeamKhalifa) Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been d... http://t.co/pjqk6NBkqA (#TeamKhalifa)
lightTag	'501354448460210176'	place name	India, Nepal	40	52	RT @WLKY: Hundreds dead as monsoon hits India, Nepal http://t.co/0JgrUlIg7R
lightTag	'501354448460210176'	type of impact	dead	19	23	RT @WLKY: Hundreds dead as monsoon hits India, Nepal http://t.co/0JgrUlIg7R
lightTag	'501354448460210176'	severity or quantity	Hundreds	10	18	RT @WLKY: Hundreds dead as monsoon hits India, Nepal http://t.co/0JgrUlIg7R
lightTag	'501191688904527872'	severity or quantity	Dozens	28	34	#Flood Fury in North India: Dozens Killed, Lakhs Affected - NDTV http://t.co/ABcukztAeI
lightTag	'501191688904527872'	type of impact	Killed	35	41	#Flood Fury in North India: Dozens Killed, Lakhs Affected - NDTV http://t.co/ABcukztAeI
lightTag	'501191688904527872'	location modifier	in	12	14	#Flood Fury in North India: Dozens Killed, Lakhs Affected - NDTV http://t.co/ABcukztAeI
lightTag	'501191688904527872'	place name	North India	15	26	#Flood Fury in North India: Dozens Killed, Lakhs Affected - NDTV http://t.co/ABcukztAeI
lightTag	'501330010603401216'	severity or quantity	More than 11,000	63	79	#Headlines #News Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ro...  http://t.co/3V6MLbyFaO
lightTag	'501330010603401216'	type of impact	damaged	96	103	#Headlines #News Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ro...  http://t.co/3V6MLbyFaO
lightTag	'501330010603401216'	location modifier	in	43	45	#Headlines #News Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ro...  http://t.co/3V6MLbyFaO
lightTag	'501330010603401216'	type of impact	Killed	24	30	#Headlines #News Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ro...  http://t.co/3V6MLbyFaO
lightTag	'501330010603401216'	item affected	homes	80	85	#Headlines #News Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ro...  http://t.co/3V6MLbyFaO
lightTag	'501330010603401216'	place name	Nepal and India	46	61	#Headlines #News Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ro...  http://t.co/3V6MLbyFaO
lightTag	'501104861447200769'	place name	Nepal, Northern India	54	75	{INFORMATIONNIGERIA} Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from landslides an... http://t.co/WHWG4S3fI1
lightTag	'501104861447200769'	type of impact	Kill	42	46	{INFORMATIONNIGERIA} Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from landslides an... http://t.co/WHWG4S3fI1
lightTag	'501104861447200769'	location modifier	In	51	53	{INFORMATIONNIGERIA} Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from landslides an... http://t.co/WHWG4S3fI1
lightTag	'501104861447200769'	severity or quantity	109	47	50	{INFORMATIONNIGERIA} Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from landslides an... http://t.co/WHWG4S3fI1
lightTag	'498922295771938816'	item affected	lives	16	21	Floods claim 45 lives in #Odisha, 4.8 L people affected #IndiaFloods http://t.co/D3vl0Ngubq
lightTag	'498922295771938816'	place name	India	57	62	Floods claim 45 lives in #Odisha, 4.8 L people affected #IndiaFloods http://t.co/D3vl0Ngubq
lightTag	'498922295771938816'	type of impact	claim	7	12	Floods claim 45 lives in #Odisha, 4.8 L people affected #IndiaFloods http://t.co/D3vl0Ngubq
lightTag	'498922295771938816'	place name	Odisha	26	32	Floods claim 45 lives in #Odisha, 4.8 L people affected #IndiaFloods http://t.co/D3vl0Ngubq
lightTag	'498922295771938816'	severity or quantity	45	13	15	Floods claim 45 lives in #Odisha, 4.8 L people affected #IndiaFloods http://t.co/D3vl0Ngubq
lightTag	'498922295771938816'	location modifier	in	22	24	Floods claim 45 lives in #Odisha, 4.8 L people affected #IndiaFloods http://t.co/D3vl0Ngubq
lightTag	'501284114717093888'	severity or quantity	Hundreds	6	14	[CNN] Hundreds dead as monsoon hits India, Nepal:        http://t.co/Pfkfs0PbqG #TalkMagazineNG
lightTag	'501284114717093888'	type of impact	dead	15	19	[CNN] Hundreds dead as monsoon hits India, Nepal:        http://t.co/Pfkfs0PbqG #TalkMagazineNG
lightTag	'501284114717093888'	place name	India, Nepal	36	48	[CNN] Hundreds dead as monsoon hits India, Nepal:        http://t.co/Pfkfs0PbqG #TalkMagazineNG
lightTag	'501121533268357120'	severity or quantity	24	15	17	[Info Nigeria] 24 Killed, Including 7 In Their Sleep As Landslide Hit India: Heavy downpours i... http://t.co/faGv182MD3 #TalkMagazineNG
lightTag	'501121533268357120'	place name	India	70	75	[Info Nigeria] 24 Killed, Including 7 In Their Sleep As Landslide Hit India: Heavy downpours i... http://t.co/faGv182MD3 #TalkMagazineNG
lightTag	'501121533268357120'	type of impact	Killed	18	24	[Info Nigeria] 24 Killed, Including 7 In Their Sleep As Landslide Hit India: Heavy downpours i... http://t.co/faGv182MD3 #TalkMagazineNG
lightTag	'498937686871531520'	severity or quantity	scores	43	49	#Floods in #India's #Odisha kill 45, leave scores marooned http://t.co/zPINgryoOc via @ARYNEWSOFFICIAL http://t.co/F9TiHFQkhI
lightTag	'498937686871531520'	severity or quantity	45	33	35	#Floods in #India's #Odisha kill 45, leave scores marooned http://t.co/zPINgryoOc via @ARYNEWSOFFICIAL http://t.co/F9TiHFQkhI
lightTag	'498937686871531520'	type of impact	kill	28	32	#Floods in #India's #Odisha kill 45, leave scores marooned http://t.co/zPINgryoOc via @ARYNEWSOFFICIAL http://t.co/F9TiHFQkhI
lightTag	'498937686871531520'	place name	India's #Odisha	12	27	#Floods in #India's #Odisha kill 45, leave scores marooned http://t.co/zPINgryoOc via @ARYNEWSOFFICIAL http://t.co/F9TiHFQkhI
lightTag	'498937686871531520'	location modifier	in	8	10	#Floods in #India's #Odisha kill 45, leave scores marooned http://t.co/zPINgryoOc via @ARYNEWSOFFICIAL http://t.co/F9TiHFQkhI
lightTag	'498937686871531520'	type of impact	marooned	50	58	#Floods in #India's #Odisha kill 45, leave scores marooned http://t.co/zPINgryoOc via @ARYNEWSOFFICIAL http://t.co/F9TiHFQkhI
lightTag	'498936958140174337'	severity or quantity	45	30	32	Floods in India’s Odisha kill 45, leave scores marooned http://t.co/l0SCqrhRGK #Pakistan #Karachi
lightTag	'498936958140174337'	place name	India’s Odisha	10	24	Floods in India’s Odisha kill 45, leave scores marooned http://t.co/l0SCqrhRGK #Pakistan #Karachi
lightTag	'498936958140174337'	location modifier	in	7	9	Floods in India’s Odisha kill 45, leave scores marooned http://t.co/l0SCqrhRGK #Pakistan #Karachi
lightTag	'498936958140174337'	severity or quantity	scores	40	46	Floods in India’s Odisha kill 45, leave scores marooned http://t.co/l0SCqrhRGK #Pakistan #Karachi
lightTag	'498936958140174337'	type of impact	kill	25	29	Floods in India’s Odisha kill 45, leave scores marooned http://t.co/l0SCqrhRGK #Pakistan #Karachi
lightTag	'498936958140174337'	type of impact	marooned	47	55	Floods in India’s Odisha kill 45, leave scores marooned http://t.co/l0SCqrhRGK #Pakistan #Karachi
lightTag	'501332511663079424'	severity or quantity	Dozens	0	6	Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
lightTag	'501332511663079424'	type of impact	killed	87	93	Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
lightTag	'501332511663079424'	place name	Nepal and northern India	109	133	Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
lightTag	'501332511663079424'	place name	India and Nepal	39	54	Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
lightTag	'501332511663079424'	location modifier	in	106	108	Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
lightTag	'501332511663079424'	item affected	people	70	76	Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
lightTag	'501332511663079424'	severity or quantity	More than 100	56	69	Dozens killed as monsoon floods ravage India and Nepal: More than 100 people have been killed by flooding in Nepal and northern India. Th...
lightTag	'501343631899254784'	place name	India	29	34	What is current situation of India, ceasefire violation on border, gangrapes in all our country, flood in half country but no relief?
lightTag	'501329962121457665'	location modifier	in	26	28	Scores Killed in Flooding in Nepal and India http://t.co/GAofvkD9wH #NYT #world
lightTag	'501329962121457665'	severity or quantity	Scores	0	6	Scores Killed in Flooding in Nepal and India http://t.co/GAofvkD9wH #NYT #world
lightTag	'501329962121457665'	type of impact	Killed	7	13	Scores Killed in Flooding in Nepal and India http://t.co/GAofvkD9wH #NYT #world
lightTag	'501329962121457665'	place name	Nepal and India	29	44	Scores Killed in Flooding in Nepal and India http://t.co/GAofvkD9wH #NYT #world
lightTag	'501265858275315712'	type of impact	dead	5	9	Many dead in Nepal and India floods Rescue helicopters have been deployed to convey emergency supplies to those ... http://t.co/qhDHG4TBZu
lightTag	'501265858275315712'	severity or quantity	Many	0	4	Many dead in Nepal and India floods Rescue helicopters have been deployed to convey emergency supplies to those ... http://t.co/qhDHG4TBZu
lightTag	'501265858275315712'	location modifier	in	10	12	Many dead in Nepal and India floods Rescue helicopters have been deployed to convey emergency supplies to those ... http://t.co/qhDHG4TBZu
lightTag	'501265858275315712'	place name	Nepal and India	13	28	Many dead in Nepal and India floods Rescue helicopters have been deployed to convey emergency supplies to those ... http://t.co/qhDHG4TBZu
lightTag	'501075275505876992'	severity or quantity	Over 100	0	8	Over 100 dead in Nepal and India floods - Sky News Australia http://t.co/mPBlCboK9N
lightTag	'501075275505876992'	place name	Nepal and India	17	32	Over 100 dead in Nepal and India floods - Sky News Australia http://t.co/mPBlCboK9N
lightTag	'501075275505876992'	type of impact	dead	9	13	Over 100 dead in Nepal and India floods - Sky News Australia http://t.co/mPBlCboK9N
lightTag	'501075275505876992'	location modifier	in	14	16	Over 100 dead in Nepal and India floods - Sky News Australia http://t.co/mPBlCboK9N
lightTag	'501075275505876992'	place name	Australia	51	60	Over 100 dead in Nepal and India floods - Sky News Australia http://t.co/mPBlCboK9N
lightTag	'501199143012814848'	type of impact	hits	12	16	Flash flood hits 1,000 UP villages, leaves 28 dead | The Indian Express http://t.co/2jPzMbcDOB
lightTag	'501199143012814848'	severity or quantity	28	43	45	Flash flood hits 1,000 UP villages, leaves 28 dead | The Indian Express http://t.co/2jPzMbcDOB
lightTag	'501199143012814848'	type of impact	dead	46	50	Flash flood hits 1,000 UP villages, leaves 28 dead | The Indian Express http://t.co/2jPzMbcDOB
lightTag	'501199143012814848'	severity or quantity	1,000	17	22	Flash flood hits 1,000 UP villages, leaves 28 dead | The Indian Express http://t.co/2jPzMbcDOB
lightTag	'501199143012814848'	item affected	villages	26	34	Flash flood hits 1,000 UP villages, leaves 28 dead | The Indian Express http://t.co/2jPzMbcDOB
lightTag	'501286052628140033'	place name	India, Nepal	39	51	follow @zacseth || Deadly monsoon hits India, Nepal http://t.co/tiiESPu8P9
lightTag	'501386525548875778'	location modifier	in	40	42	Hundreds of people are dead and missing in #India and #Nepal, after weekend monsoons on the countries' border: http://t.co/knR0plSZuh #ktuu
lightTag	'501386525548875778'	place name	India and #Nepal	44	60	Hundreds of people are dead and missing in #India and #Nepal, after weekend monsoons on the countries' border: http://t.co/knR0plSZuh #ktuu
lightTag	'501386525548875778'	severity or quantity	Hundreds	0	8	Hundreds of people are dead and missing in #India and #Nepal, after weekend monsoons on the countries' border: http://t.co/knR0plSZuh #ktuu
lightTag	'501386525548875778'	type of impact	dead and missing	23	39	Hundreds of people are dead and missing in #India and #Nepal, after weekend monsoons on the countries' border: http://t.co/knR0plSZuh #ktuu
lightTag	'501386525548875778'	item affected	people	12	18	Hundreds of people are dead and missing in #India and #Nepal, after weekend monsoons on the countries' border: http://t.co/knR0plSZuh #ktuu
lightTag	'499130578331901952'	place name	India	65	70	Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India
lightTag	'499130578331901952'	place name	Odisha	0	6	Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India
lightTag	'499130578331901952'	type of impact	marooned	46	54	Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India
lightTag	'499130578331901952'	severity or quantity	45	19	21	Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India
lightTag	'499130578331901952'	item affected	villagers	36	45	Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India
lightTag	'499130578331901952'	severity or quantity	300000	29	35	Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India
lightTag	'499130578331901952'	type of impact	kill	14	18	Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India
lightTag	'501320686959198208'	place name	India, Nepal	46	58	( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U
lightTag	'501320686959198208'	type of impact	killed	87	93	( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U
lightTag	'501320686959198208'	location modifier	in	43	45	( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U
lightTag	'501320686959198208'	item affected	people	70	76	( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U
lightTag	'501320686959198208'	severity or quantity	hundreds	34	42	( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U
lightTag	'501320686959198208'	severity or quantity	Dozens	60	66	( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U
lightTag	'501320686959198208'	type of impact	kills	28	33	( #HectorMartinez ) Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in flooding in n... http://t.co/wHguuo1O6U
lightTag	'501264976611663872'	type of impact	Killed	3	9	24 Killed, Including 7 In Their Sleep As Landslide Hit India via @AmeboApp http://t.co/bB27mdvJu6
lightTag	'501264976611663872'	place name	India	55	60	24 Killed, Including 7 In Their Sleep As Landslide Hit India via @AmeboApp http://t.co/bB27mdvJu6
lightTag	'501264976611663872'	severity or quantity	24	0	2	24 Killed, Including 7 In Their Sleep As Landslide Hit India via @AmeboApp http://t.co/bB27mdvJu6
lightTag	'501330283568721922'	severity or quantity	Scores	4	10	#浣腸 Scores Killed in Flooding in Nepal and India More than 11,000 homes have been da  http://t.co/XMijLzFS2u
lightTag	'501330283568721922'	item affected	homes	66	71	#浣腸 Scores Killed in Flooding in Nepal and India More than 11,000 homes have been da  http://t.co/XMijLzFS2u
lightTag	'501330283568721922'	severity or quantity	More than 11,000	49	65	#浣腸 Scores Killed in Flooding in Nepal and India More than 11,000 homes have been da  http://t.co/XMijLzFS2u
lightTag	'501330283568721922'	type of impact	Killed	11	17	#浣腸 Scores Killed in Flooding in Nepal and India More than 11,000 homes have been da  http://t.co/XMijLzFS2u
lightTag	'501330283568721922'	location modifier	in	30	32	#浣腸 Scores Killed in Flooding in Nepal and India More than 11,000 homes have been da  http://t.co/XMijLzFS2u
lightTag	'501330283568721922'	place name	Nepal and India	33	48	#浣腸 Scores Killed in Flooding in Nepal and India More than 11,000 homes have been da  http://t.co/XMijLzFS2u
lightTag	'501348555790245890'	severity or quantity	Many	38	42	A2 natural disasters causing poverty: Many dead in Nepal and India floods http://t.co/MvD0rBpxQ8
lightTag	'501348555790245890'	location modifier	in	48	50	A2 natural disasters causing poverty: Many dead in Nepal and India floods http://t.co/MvD0rBpxQ8
lightTag	'501348555790245890'	type of impact	dead	43	47	A2 natural disasters causing poverty: Many dead in Nepal and India floods http://t.co/MvD0rBpxQ8
lightTag	'501348555790245890'	place name	Nepal and India	51	66	A2 natural disasters causing poverty: Many dead in Nepal and India floods http://t.co/MvD0rBpxQ8
lightTag	'498866183404130304'	place name	Seragada	41	49	#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.
lightTag	'498866183404130304'	severity or quantity	two	100	103	#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.
lightTag	'498866183404130304'	place name	Ganjam dist	53	64	#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.
lightTag	'498866183404130304'	location modifier	in	50	52	#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.
lightTag	'498866183404130304'	item affected	attackers	104	113	#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.
lightTag	'498866183404130304'	place name	Odisha	1	7	#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.
lightTag	'498866183404130304'	type of impact	killed	89	95	#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.
lightTag	'498866183404130304'	location modifier	near	36	40	#Odisha:Aggrieved with the incident near Seragada in Ganjam dist, the villagers unitedly killed the two attackers @NewIndianXpress.
lightTag	'501111304187170816'	type of impact	killed	50	56	UP floods: Rapti water level touches new high; 28 killed, 17,000 ... - http://t.co/P5sR7wA9l8 #NewsInTweetsIndia
